time,ax,ay,az,atotal
0.581,1.69,0.98,2.64,3.29
0.591,1.39,1.57,2.62,3.36
0.601,1.35,2.30,2.45,3.62
0.611,1.66,3.28,2.15,4.26
0.621,2.48,3.76,2.48,5.14
0.631,3.65,3.93,3.33,6.31
0.642,4.21,4.54,3.97,7.36
0.652,4.75,4.53,4.64,8.03
0.661,5.67,3.75,5.34,8.65
0.671,5.97,3.58,5.84,9.09
0.684,6.14,3.27,6.72,9.67
0.691,6.06,2.49,7.13,9.68
0.702,4.38,1.90,6.54,8.09
0.712,2.81,1.67,5.47,6.37
0.722,1.57,1.37,5.03,5.44
0.732,0.97,-0.10,5.70,5.78
0.742,1.67,-1.67,6.77,7.17
0.752,1.75,-2.92,7.81,8.52
0.762,1.62,-4.25,9.79,10.79
0.772,0.99,-7.50,26.11,27.18
0.782,-0.46,-9.07,28.85,30.25
0.792,0.74,-4.34,9.27,10.26
0.802,2.09,-3.83,10.20,11.09
0.812,1.53,-1.07,9.81,9.99
0.822,0.67,-0.06,8.95,8.97
0.832,-0.42,0.23,6.72,6.73
0.842,-0.76,1.01,4.51,4.68
0.852,-0.75,1.60,3.37,3.81
0.862,-0.98,2.12,2.37,3.33
0.872,-1.18,2.63,1.41,3.21
0.882,-1.33,3.22,0.43,3.51
0.892,-1.40,4.07,-0.65,4.36
0.902,-1.10,4.68,-1.77,5.13
0.912,-0.40,4.78,-3.18,5.76
0.922,0.67,5.22,-5.77,7.81
0.932,1.44,7.13,-10.51,12.78
0.942,0.70,9.04,-14.25,16.89
0.952,-0.83,8.77,-16.76,18.93
0.962,-1.45,5.47,-17.69,18.57
0.972,-1.16,0.23,-16.56,16.60
0.982,-1.13,-4.10,-14.41,15.02
0.992,-2.17,-5.41,-13.56,14.76
1.002,-3.34,-4.03,-13.42,14.40
1.012,-3.86,-1.54,-13.54,14.17
1.022,-3.80,0.18,-13.93,14.44
1.032,-3.90,0.61,-13.80,14.35
1.042,-3.88,0.38,-13.10,13.67
1.052,-3.52,0.17,-11.34,11.87
1.062,-2.29,0.92,-8.93,9.27
1.072,-0.60,3.95,-6.45,7.59
1.082,0.45,6.52,-3.15,7.25
1.092,-0.12,3.00,2.02,3.61
1.102,-2.27,-0.52,2.23,3.23
1.112,-3.35,0.54,0.68,3.46
1.122,-3.70,1.76,0.47,4.12
1.132,-3.65,1.70,0.72,4.09
1.142,-3.92,0.80,0.47,4.02
1.152,-3.75,0.41,-0.18,3.77
1.163,-3.03,0.23,-0.55,3.09
1.173,-2.07,-0.15,-0.58,2.16
1.183,-0.87,-0.53,-0.48,1.13
1.193,0.28,-0.58,-0.63,0.90
1.203,1.31,-0.25,-1.00,1.67
1.213,1.74,0.08,-1.41,2.24
1.223,2.33,-0.20,-1.45,2.75
1.233,2.90,-0.42,-1.24,3.18
1.243,2.65,-0.35,-0.57,2.73
1.253,2.27,0.02,0.10,2.27
1.263,1.74,0.34,0.50,1.84
1.273,0.84,0.30,0.76,1.17
1.283,0.09,0.18,0.94,0.96
1.293,-0.30,-0.18,1.03,1.08
1.303,-0.28,-0.38,1.01,1.12
1.313,-0.25,-0.30,0.91,0.99
1.323,-0.21,-0.14,0.53,0.58
1.333,0.06,0.03,0.14,0.15
1.343,0.36,0.12,-0.09,0.39
1.353,0.50,0.13,-0.16,0.54
1.363,0.60,0.11,-0.13,0.62
1.373,0.73,0.20,0.12,0.76
1.383,0.77,0.18,0.60,0.99
1.393,0.79,0.12,1.00,1.28
1.403,0.78,0.07,1.19,1.42
1.413,0.71,-0.05,1.16,1.36
1.423,0.58,-0.11,1.18,1.32
1.433,0.36,-0.13,1.08,1.14
1.443,0.13,-0.06,0.88,0.89
1.453,-0.11,0.05,0.68,0.69
1.463,-0.18,0.23,0.44,0.52
1.473,-0.13,0.71,0.23,0.76
1.483,-0.15,1.17,0.07,1.18
1.493,-0.15,1.45,-0.10,1.47
1.503,-0.13,1.57,-0.08,1.58
1.513,-0.08,1.65,0.14,1.66
1.523,-0.10,1.55,0.63,1.68
1.533,-0.01,1.44,1.31,1.95
1.543,0.18,1.33,2.00,2.41
1.553,0.45,1.36,2.63,2.99
1.563,0.80,1.73,3.17,3.69
1.573,1.05,2.03,3.56,4.23
1.583,1.08,2.10,3.62,4.32
1.593,1.10,2.19,3.49,4.26
1.603,1.33,2.97,3.28,4.62
1.614,1.96,4.87,3.26,6.18
1.623,2.69,6.99,3.08,8.10
1.633,3.14,8.21,2.89,9.25
1.643,3.41,7.61,3.60,9.08
1.654,3.17,6.53,4.87,8.75
1.664,2.84,6.54,6.14,9.41
1.674,1.99,7.09,7.02,10.17
1.684,1.43,7.43,7.54,10.68
1.694,1.72,7.47,8.69,11.59
1.704,2.18,7.55,9.87,12.61
1.714,2.99,7.62,10.95,13.67
1.724,3.13,7.22,11.50,13.93
1.734,3.38,6.72,9.93,12.46
1.744,3.93,6.43,8.34,11.24
1.754,3.92,6.07,7.24,10.23
1.764,4.68,5.80,6.84,10.12
1.774,5.75,4.62,9.05,11.67
1.784,5.43,2.92,10.23,11.94
1.794,4.36,1.28,9.86,10.86
1.804,3.71,-0.16,9.66,10.35
1.814,3.78,-1.28,10.21,10.96
1.824,4.12,-1.90,10.58,11.52
1.834,4.14,-2.04,10.22,11.22
1.844,4.15,-1.32,9.19,10.17
1.854,4.27,-0.28,7.69,8.80
1.864,4.42,1.05,6.01,7.53
1.874,4.33,1.91,4.42,6.47
1.884,3.45,1.96,3.19,5.09
1.894,2.31,1.93,2.24,3.75
1.904,1.23,1.86,1.23,2.55
1.914,0.25,1.97,0.30,2.01
1.924,-0.39,2.35,-0.26,2.40
1.934,-0.74,2.93,-0.66,3.09
1.944,-1.15,4.38,-1.46,4.76
1.954,-1.69,6.00,-2.31,6.65
1.964,-2.54,6.03,-2.91,7.16
1.974,-2.87,3.32,-4.18,6.06
1.984,-2.30,0.46,-4.71,5.26
1.994,-2.08,-0.30,-4.15,4.65
2.004,-2.25,-0.15,-3.47,4.14
2.014,-2.14,0.34,-2.92,3.63
2.024,-1.89,1.24,-2.79,3.59
2.034,-1.35,3.80,-3.36,5.25
2.044,-1.26,7.21,-4.97,8.84
2.054,-1.41,9.01,-7.66,11.91
2.064,-0.72,8.64,-10.44,13.57
2.074,-0.57,5.88,-12.48,13.80
2.084,-1.05,2.77,-12.63,12.97
2.094,-0.83,1.75,-12.52,12.67
2.104,-0.52,1.56,-12.87,12.97
2.115,-0.57,1.14,-13.66,13.72
2.124,-0.98,0.30,-14.88,14.91
2.134,-1.55,-1.00,-16.16,16.26
2.144,-2.34,-2.68,-17.28,17.64
2.154,-3.29,-4.19,-18.26,19.02
2.165,-4.41,-4.63,-18.54,19.61
2.175,-5.07,-5.21,-15.96,17.54
2.185,-3.73,-4.38,-9.19,10.84
2.195,-3.00,-0.21,-6.46,7.13
2.205,-3.80,2.39,-6.55,7.94
2.215,-4.24,4.45,-3.86,7.26
2.225,-4.15,12.44,-5.32,14.15
2.235,-6.16,14.07,-6.80,16.80
2.245,-6.19,9.30,-6.56,12.96
2.255,-4.48,6.45,-4.27,8.94
2.265,-4.31,3.14,-3.72,6.50
2.275,-6.38,-0.54,-4.65,7.91
2.285,-5.57,-0.56,-4.35,7.09
2.295,-5.65,0.94,-3.50,6.71
2.305,-5.39,1.73,-2.06,6.02
2.315,-3.31,2.13,-0.71,4.00
2.325,-1.45,1.50,-0.16,2.09
2.335,-0.27,0.65,-0.46,0.84
2.345,0.33,0.06,-0.90,0.96
2.355,0.77,-0.17,-0.99,1.26
2.365,1.08,-0.20,-0.76,1.34
2.375,1.27,-0.26,-0.51,1.39
2.385,1.29,-0.15,-0.47,1.38
2.395,1.36,0.04,-0.53,1.46
2.405,1.24,0.04,-0.48,1.33
2.415,0.97,-0.09,-0.19,0.99
2.425,0.88,-0.29,0.05,0.92
2.435,0.88,-0.31,0.18,0.95
2.445,0.45,0.05,0.27,0.53
2.455,0.41,0.12,0.30,0.52
2.465,0.42,-0.09,0.38,0.57
2.475,0.28,-0.22,0.52,0.63
2.485,0.10,-0.30,0.66,0.73
2.495,0.02,-0.31,0.87,0.92
2.505,0.02,-0.33,1.18,1.22
2.515,0.07,-0.40,1.50,1.55
2.525,0.13,-0.40,1.73,1.78
2.535,0.36,-0.28,1.85,1.90
2.545,0.65,-0.09,1.84,1.95
2.555,0.87,0.01,1.73,1.94
2.565,0.92,-0.01,1.49,1.75
2.575,0.79,-0.05,1.10,1.35
2.585,0.56,-0.04,0.71,0.90
2.595,0.26,0.10,0.25,0.37
2.605,-0.06,0.42,-0.18,0.46
2.616,-0.30,0.71,-0.45,0.89
2.625,-0.44,0.97,-0.61,1.23
2.636,-0.49,1.17,-0.57,1.39
2.646,-0.48,1.42,-0.24,1.52
2.655,-0.44,1.62,0.40,1.72
2.666,-0.50,1.63,1.04,1.99
2.675,-0.55,1.56,1.60,2.30
2.686,-0.36,1.48,2.24,2.71
2.696,-0.07,1.43,2.83,3.17
2.706,0.29,1.63,3.36,3.74
2.716,0.60,1.90,3.76,4.25
2.726,0.91,2.26,4.02,4.70
2.736,1.38,2.64,4.07,5.05
2.746,1.66,3.13,4.07,5.39
2.756,1.66,3.90,4.19,5.95
2.766,1.50,6.42,4.13,7.78
2.776,2.06,10.05,4.08,11.04
2.786,2.94,11.49,4.74,12.77
2.796,3.46,10.83,6.39,13.04
2.806,3.31,9.84,9.34,13.96
2.816,1.95,9.86,11.87,15.55
2.826,1.28,10.56,13.34,17.06
2.836,1.45,10.72,13.92,17.63
2.846,1.86,9.64,13.23,16.48
2.856,3.71,8.67,10.51,14.12
2.866,5.60,8.05,7.04,12.07
2.876,6.17,6.99,5.25,10.70
2.886,6.13,5.06,6.50,10.27
2.896,5.55,3.16,8.20,10.40
2.906,4.35,1.77,8.58,9.78
2.916,3.68,0.69,8.36,9.16
2.926,3.69,-0.51,8.29,9.09
2.936,4.27,-1.79,8.37,9.56
2.946,4.79,-2.61,7.98,9.67
2.956,4.93,-3.07,7.47,9.46
2.966,5.17,-3.41,6.96,9.32
2.976,5.60,-3.62,6.11,9.05
2.986,5.77,-3.16,5.15,8.36
2.996,5.63,-2.16,3.83,7.14
3.006,5.10,-1.39,2.66,5.92
3.016,4.44,-0.75,2.66,5.23
3.026,3.76,-0.13,2.98,4.80
3.036,2.86,0.46,2.91,4.10
3.047,1.72,0.88,2.34,3.04
3.056,0.59,1.16,1.77,2.20
3.066,-0.32,1.58,1.09,1.94
3.076,-1.04,2.49,0.49,2.75
3.087,-1.92,3.49,-0.76,4.06
3.096,-2.65,5.04,-1.84,5.98
3.106,-3.17,6.43,-3.01,7.78
3.116,-3.73,6.68,-3.87,8.57
3.127,-4.02,6.13,-4.36,8.53
3.137,-4.06,5.45,-5.01,8.45
3.147,-3.80,4.89,-5.59,8.35
3.157,-2.67,5.02,-6.03,8.29
3.167,-1.32,6.30,-6.99,9.50
3.177,-0.61,8.02,-8.63,11.79
3.187,-0.29,8.83,-10.85,14.00
3.197,0.29,7.78,-12.56,14.78
3.207,0.73,5.17,-13.37,14.35
3.217,0.14,2.99,-14.28,14.58
3.227,-0.39,1.57,-15.62,15.70
3.237,-0.60,0.34,-16.84,16.85
3.247,-0.98,-1.08,-16.85,16.91
3.257,-1.65,-2.26,-15.87,16.11
3.267,-2.13,-3.41,-15.62,16.13
3.277,-2.69,-4.05,-15.94,16.66
3.287,-3.66,-4.47,-15.46,16.50
3.297,-4.09,-4.96,-13.91,15.32
3.307,-4.16,-4.78,-10.82,12.54
3.317,-3.24,-2.87,-7.76,8.88
3.327,-2.15,1.97,-6.75,7.36
3.337,-2.64,10.89,-7.93,13.73
3.347,-4.38,18.10,-6.23,19.63
3.357,-4.04,11.54,-0.79,12.26
3.367,-2.98,6.11,-0.68,6.84
3.377,-4.46,4.29,-2.58,6.71
3.387,-4.15,2.38,-2.26,5.29
3.397,-3.27,1.27,-3.44,4.91
3.407,-4.37,0.60,-4.98,6.65
3.417,-4.93,-0.11,-3.96,6.32
3.427,-5.23,0.44,-2.84,5.96
3.437,-4.88,1.54,-1.90,5.46
3.447,-3.46,1.84,-0.76,4.00
3.457,-2.17,0.96,-0.27,2.39
3.467,-0.86,0.24,-0.28,0.93
3.477,0.08,0.08,-0.44,0.45
3.488,0.79,-0.27,-0.56,1.00
3.497,1.18,-0.67,-0.72,1.54
3.507,1.27,-0.32,-0.69,1.48
3.517,1.24,0.11,-0.65,1.40
3.527,1.24,0.12,-0.51,1.35
3.537,1.24,0.02,-0.43,1.31
3.547,1.46,0.10,-0.18,1.47
3.557,1.67,0.03,-0.00,1.67
3.567,1.81,0.13,0.24,1.83
3.578,1.94,0.33,0.48,2.02
3.587,1.86,0.03,0.61,1.96
3.597,1.54,-0.36,0.71,1.73
3.608,1.26,-0.50,0.94,1.65
3.618,1.06,-0.55,1.24,1.72
3.628,0.81,-0.44,1.37,1.65
3.638,0.45,-0.32,1.46,1.56
3.648,0.07,-0.29,1.45,1.48
3.658,-0.22,-0.16,1.34,1.37
3.668,-0.46,-0.06,1.19,1.27
3.678,-0.54,0.03,0.85,1.01
3.688,-0.50,0.07,0.55,0.75
3.698,-0.46,0.10,0.37,0.60
3.708,-0.47,0.36,0.14,0.61
3.718,-0.37,0.45,-0.18,0.61
3.728,-0.30,0.43,-0.41,0.66
3.738,-0.33,0.50,-0.43,0.74
3.748,-0.30,0.65,-0.34,0.79
3.758,-0.15,0.90,-0.16,0.92
3.768,0.07,0.99,0.16,1.01
3.778,0.29,0.95,0.52,1.12
3.788,0.52,0.89,0.91,1.38
3.798,0.53,0.97,1.23,1.65
3.808,0.37,0.98,1.45,1.79
3.818,0.18,0.97,1.70,1.97
3.828,0.06,0.90,1.99,2.19
3.838,0.19,0.89,2.41,2.57
3.848,0.46,0.91,2.86,3.04
3.858,0.89,1.14,3.34,3.64
3.868,1.38,1.44,3.72,4.22
3.878,1.82,1.82,4.10,4.84
3.888,2.26,2.46,4.43,5.55
3.898,2.35,3.81,4.46,6.32
3.908,2.33,5.71,5.20,8.07
3.918,2.23,7.44,6.07,9.86
3.928,2.55,7.77,7.06,10.80
3.938,2.90,7.88,8.77,12.15
3.948,2.19,8.49,10.36,13.57
3.958,1.24,8.71,10.65,13.81
3.968,1.11,8.93,9.73,13.25
3.978,1.91,10.07,10.08,14.37
3.988,3.15,10.24,12.05,16.13
3.998,3.91,8.54,12.37,15.53
4.009,4.20,6.85,8.98,12.05
4.018,5.29,5.83,6.41,10.15
4.028,5.88,4.56,5.96,9.53
4.038,6.59,4.11,6.93,10.41
4.048,6.74,3.42,8.52,11.39
4.059,5.94,2.29,9.72,11.62
4.068,4.86,0.90,9.90,11.06
4.078,3.97,-0.46,9.57,10.38
4.089,3.66,-1.57,9.25,10.07
4.099,3.69,-2.53,8.76,9.83
4.109,3.84,-2.99,7.55,8.99
4.119,4.07,-2.87,6.13,7.90
4.129,4.35,-2.57,4.52,6.78
4.139,4.68,-1.85,2.98,5.85
4.149,4.88,-0.84,2.35,5.48
4.159,4.80,-0.14,1.19,4.95
4.169,4.09,-0.20,0.17,4.10
4.179,3.49,-0.25,-0.55,3.54
4.189,3.17,-0.22,-0.93,3.31
4.199,2.93,-0.25,-0.82,3.06
4.209,2.46,-0.15,-0.71,2.56
4.219,1.60,0.17,-0.90,1.84
4.229,0.45,0.91,-1.25,1.61
4.239,-0.57,1.54,-1.43,2.18
4.249,-0.98,1.63,-1.47,2.40
4.259,-1.10,2.22,-1.55,2.93
4.269,-1.45,4.25,-2.04,4.93
4.279,-2.20,6.98,-1.70,7.51
4.289,-3.57,8.63,-2.24,9.60
4.299,-4.01,7.98,-3.84,9.73
4.309,-3.47,6.67,-6.00,9.62
4.319,-2.70,6.37,-8.46,10.93
4.329,-2.20,6.72,-10.31,12.50
4.339,-1.75,6.85,-11.08,13.14
4.349,-0.99,6.75,-11.56,13.42
4.359,-0.27,6.39,-12.48,14.02
4.369,-0.65,5.58,-14.37,15.43
4.379,-1.84,3.90,-15.69,16.27
4.389,-2.45,1.10,-15.47,15.70
4.399,-2.92,-1.12,-15.19,15.50
4.409,-3.64,-2.53,-15.22,15.85
4.419,-4.50,-3.09,-15.90,16.81
4.429,-5.09,-3.03,-16.22,17.27
4.439,-5.45,-2.98,-15.08,16.31
4.449,-5.41,-3.09,-13.46,14.83
4.459,-5.77,-2.64,-11.65,13.26
4.469,-5.39,-1.61,-8.97,10.59
4.479,-3.42,3.05,-8.06,9.27
4.489,-0.32,17.13,-8.98,19.34
4.499,-2.99,9.14,3.33,10.18
4.509,-5.49,2.29,6.90,9.11
4.519,-4.55,3.43,6.77,8.85
4.529,-4.80,3.15,4.17,7.09
4.539,-5.02,4.60,-0.05,6.81
4.549,-4.99,7.34,-5.05,10.21
4.560,-6.02,6.93,-7.95,12.14
4.569,-7.61,1.35,-6.62,10.18
4.579,-6.52,-1.99,-5.41,8.71
4.589,-3.87,-1.27,-3.69,5.49
4.600,-2.55,0.25,-1.68,3.07
4.610,-1.03,1.02,-0.60,1.57
4.620,-0.08,0.74,-0.05,0.75
4.629,0.12,0.07,-0.06,0.15
4.640,0.20,-0.60,-0.24,0.68
4.650,0.38,-0.80,-0.52,1.03
4.660,0.71,-0.26,-0.89,1.17
4.670,1.25,0.20,-0.87,1.54
4.680,1.60,0.45,-0.61,1.77
4.690,1.85,0.62,-0.47,2.01
4.700,2.14,0.74,-0.43,2.30
4.710,2.11,0.58,-0.40,2.23
4.720,1.81,0.55,-0.29,1.92
4.730,1.38,0.51,-0.19,1.48
4.740,1.05,0.52,-0.12,1.18
4.750,0.70,0.36,-0.18,0.81
4.760,0.15,0.11,-0.26,0.32
4.770,-0.26,-0.03,-0.18,0.32
4.780,-0.40,-0.20,0.10,0.46
4.790,-0.38,-0.62,0.36,0.81
4.800,-0.37,-1.06,0.69,1.32
4.810,-0.38,-0.95,1.07,1.48
4.820,-0.33,-0.51,1.36,1.49
4.830,-0.13,-0.27,1.51,1.54
4.840,-0.02,0.00,1.41,1.41
4.850,0.10,0.23,1.25,1.28
4.860,0.19,0.34,1.20,1.26
4.870,0.16,0.38,1.15,1.22
4.880,0.12,0.22,1.02,1.05
4.890,0.09,0.25,0.86,0.90
4.900,0.06,0.31,0.74,0.80
4.910,0.06,0.44,0.61,0.76
4.920,0.16,0.69,0.48,0.85
4.930,0.22,0.70,0.50,0.88
4.940,0.23,0.76,0.60,1.00
4.950,0.24,1.28,0.86,1.56
4.960,0.20,1.35,1.29,1.88
4.970,0.10,1.18,1.65,2.03
4.980,0.04,1.16,2.19,2.48
4.990,-0.08,1.23,2.87,3.12
5.001,-0.14,1.60,3.59,3.93
5.010,-0.16,2.56,4.34,5.04
5.020,0.09,3.57,5.31,6.39
5.030,0.58,4.32,6.15,7.54
5.041,0.99,4.92,6.55,8.25
5.051,1.08,5.88,6.86,9.10
5.060,1.00,7.49,7.47,10.63
5.071,0.91,9.60,8.04,12.55
5.081,1.16,11.89,8.81,14.84
5.091,2.10,12.70,10.02,16.31
5.101,2.90,11.37,11.45,16.39
5.111,2.76,9.78,13.71,17.07
5.121,2.88,7.91,13.05,15.53
5.131,3.44,7.22,9.35,12.30
5.141,4.09,6.32,6.28,9.80
5.151,4.72,4.71,4.98,8.32
5.161,5.60,3.20,4.79,8.04
5.171,6.21,2.51,5.15,8.45
5.181,6.43,2.12,6.72,9.54
5.191,6.49,1.24,8.20,10.53
5.201,6.26,-0.05,9.57,11.44
5.211,5.76,-1.60,10.71,12.26
5.221,5.28,-2.87,11.28,12.78
5.231,4.94,-3.76,11.26,12.86
5.241,4.63,-4.27,10.52,12.26
5.251,4.42,-4.22,8.77,10.69
5.261,4.45,-3.45,6.78,8.82
5.271,4.75,-2.33,4.86,7.18
5.281,4.97,-1.17,3.26,6.06
5.291,4.69,-0.35,2.31,5.24
5.301,3.93,0.13,1.79,4.32
5.311,3.06,0.45,1.32,3.36
5.321,1.92,0.48,0.88,2.16
5.332,0.74,0.37,0.56,1.00
5.341,-0.23,0.21,0.21,0.37
5.351,-0.70,0.12,0.03,0.71
5.361,-0.85,0.47,0.13,0.98
5.371,-1.22,1.89,0.37,2.28
5.381,-1.97,4.33,0.72,4.81
5.391,-3.26,7.29,0.76,8.02
5.401,-4.17,9.07,0.43,9.99
5.411,-4.72,8.73,-1.02,9.98
5.421,-4.42,7.37,-3.49,9.27
5.431,-3.65,6.80,-5.47,9.46
5.441,-2.98,6.91,-7.71,10.77
5.451,-2.55,6.70,-9.62,11.99
5.461,-2.26,6.58,-10.79,12.84
5.471,-2.03,7.33,-12.01,14.22
5.481,-1.80,7.38,-13.35,15.36
5.491,-1.34,6.45,-14.05,15.52
5.501,-0.66,5.64,-14.99,16.03
5.511,-1.01,4.51,-16.05,16.70
5.521,-2.41,2.19,-16.59,16.91
5.532,-3.64,0.33,-17.42,17.80
5.542,-4.41,-1.05,-17.64,18.22
5.552,-5.13,-2.13,-17.48,18.34
5.562,-5.61,-2.88,-17.19,18.31
5.572,-5.20,-3.41,-15.99,17.16
5.582,-3.95,-3.59,-13.21,14.24
5.592,-2.40,-3.07,-7.88,8.79
5.602,-0.87,-0.80,-2.82,3.06
5.612,-0.79,8.48,-3.93,9.38
5.622,-1.19,23.80,-0.89,23.85
5.632,-2.27,8.27,8.24,11.89
5.642,-4.60,2.41,6.60,8.40
5.652,-5.20,3.79,4.21,7.69
5.662,-3.62,2.59,0.39,4.47
5.672,-3.90,0.67,-2.28,4.57
5.682,-4.71,0.46,-5.55,7.30
5.692,-6.33,1.33,-8.13,10.39
5.702,-6.53,0.07,-7.38,9.85
5.712,-5.00,-0.33,-6.22,7.98
5.722,-2.78,0.93,-5.24,6.00
5.732,-1.04,1.45,-4.23,4.59
5.742,-0.33,0.56,-2.55,2.63
5.752,-0.04,0.26,-0.95,0.99
5.762,0.08,0.61,0.12,0.63
5.772,0.48,0.99,0.38,1.17
5.782,0.85,1.29,0.25,1.57
5.792,0.68,1.45,0.05,1.60
5.802,1.18,1.11,-0.17,1.63
5.812,1.64,0.27,-0.17,1.67
5.822,1.76,-0.08,-0.34,1.80
5.832,1.85,-0.14,-0.63,1.96
5.842,1.86,-0.18,-0.50,1.93
5.852,1.64,-0.13,-0.07,1.64
5.862,1.10,0.04,0.34,1.15
5.872,0.53,0.08,0.51,0.74
5.882,0.14,-0.01,0.47,0.49
5.892,-0.03,-0.27,0.34,0.44
5.902,0.03,-0.39,0.34,0.52
5.912,0.05,-0.42,0.47,0.63
5.922,0.08,-0.56,0.77,0.95
5.932,0.04,-0.66,1.22,1.39
5.942,-0.09,-0.32,1.65,1.68
5.952,-0.21,-0.03,1.77,1.79
5.962,-0.32,0.04,1.75,1.78
5.972,-0.42,0.36,1.62,1.71
5.982,-0.38,0.61,1.40,1.57
5.992,-0.46,0.60,1.25,1.47
6.002,-0.60,0.36,0.95,1.18
6.013,-0.50,0.34,0.57,0.83
6.022,-0.26,0.33,0.22,0.48
6.033,-0.00,0.39,-0.18,0.43
6.043,0.18,0.50,-0.30,0.61
6.053,0.24,0.80,0.10,0.84
6.063,0.29,1.14,0.84,1.44
6.073,0.58,1.25,1.64,2.14
6.083,0.80,1.28,2.41,2.84
6.093,0.53,1.20,2.86,3.15
6.103,0.07,1.06,3.13,3.31
6.113,-0.22,1.46,3.33,3.64
6.123,-0.20,1.74,3.68,4.07
6.133,-0.12,2.23,3.96,4.55
6.143,-0.04,3.50,4.00,5.31
6.153,0.30,4.78,4.60,6.64
6.163,0.74,6.27,5.43,8.33
6.173,0.95,7.66,5.81,9.66
6.183,1.12,8.31,6.10,10.37
6.193,1.22,9.14,7.15,11.67
6.203,1.19,9.81,9.60,13.77
6.213,1.61,8.95,11.27,14.48
6.223,2.56,8.49,11.06,14.18
6.233,3.75,8.77,11.61,15.02
6.243,4.62,8.19,11.29,14.70
6.253,5.18,7.78,8.42,12.58
6.263,6.12,6.96,5.95,11.01
6.273,6.43,5.43,5.76,10.19
6.283,6.36,4.00,6.69,10.06
6.293,6.40,2.92,7.12,10.01
6.303,6.56,2.20,7.33,10.08
6.313,6.42,1.15,7.48,9.92
6.323,5.94,-0.09,7.62,9.66
6.333,5.59,-1.39,7.74,9.65
6.343,5.40,-2.54,7.80,9.82
6.353,5.37,-3.27,7.41,9.72
6.363,5.52,-3.56,6.86,9.50
6.373,5.43,-3.73,6.07,8.95
6.383,5.31,-3.34,5.17,8.13
6.395,5.02,-1.98,4.54,7.05
6.403,4.05,-1.02,4.11,5.86
6.413,2.92,-0.75,3.66,4.74
6.423,2.02,-0.64,3.31,3.93
6.433,1.41,-0.77,2.98,3.38
6.443,1.26,-0.90,2.74,3.14
6.453,1.24,-0.79,2.47,2.87
6.463,0.94,-0.53,2.02,2.29
6.474,0.29,0.64,1.30,1.48
6.483,-1.13,3.22,0.72,3.49
6.494,-2.93,5.59,0.04,6.31
6.503,-3.64,5.76,-0.53,6.83
6.514,-3.45,4.09,-1.08,5.46
6.524,-3.10,2.47,-2.27,4.56
6.534,-2.45,1.97,-3.52,4.72
6.544,-2.21,3.04,-4.18,5.62
6.554,-2.31,4.76,-4.37,6.86
6.564,-2.41,6.11,-4.71,8.09
6.574,-2.51,7.37,-5.54,9.56
6.584,-2.94,10.04,-7.48,12.86
6.594,-4.22,11.89,-10.21,16.23
