time,ax,ay,az,atotal
6.323,1.59,-10.74,-8.66,13.89
6.333,0.74,-11.22,-10.33,15.27
6.343,0.15,-12.62,-12.06,17.46
6.353,0.54,-14.40,-16.03,21.56
6.363,0.26,-14.68,-21.02,25.64
6.373,-2.00,-12.10,-21.87,25.07
6.383,-2.62,-6.83,-22.89,24.03
6.393,-1.13,-2.51,-27.27,27.41
6.403,0.96,0.29,-32.64,32.66
6.413,3.49,2.72,-37.00,37.26
6.423,6.71,3.75,-35.38,36.20
6.433,8.31,2.20,-29.58,30.81
6.443,4.35,-1.94,-22.88,23.37
6.453,-0.38,-4.26,-17.22,17.74
6.463,-6.20,-10.17,44.17,45.75
6.473,-6.00,-15.83,44.22,47.35
6.483,1.81,-4.92,-42.98,43.30
6.493,3.49,-1.56,-12.81,13.37
6.503,5.91,-2.09,-6.51,9.04
6.513,5.88,-4.38,-3.21,8.00
6.523,2.90,-6.64,-8.99,11.55
6.533,3.06,-7.20,2.22,8.14
6.543,-0.86,-3.57,-3.11,4.81
6.553,-1.28,-0.02,-6.64,6.76
6.563,0.80,0.20,-2.07,2.23
6.573,0.12,0.25,-1.96,1.98
6.583,-0.44,-0.22,-1.21,1.31
6.593,1.13,-1.73,-0.50,2.13
6.603,1.94,-2.43,-1.55,3.48
6.613,1.16,-2.28,-2.22,3.39
6.623,0.53,-1.65,-1.24,2.14
6.633,0.21,-0.47,-0.60,0.79
6.643,-0.24,0.50,-0.49,0.74
6.653,-1.10,0.58,-0.51,1.34
6.663,-1.37,0.09,-0.46,1.45
6.673,-0.77,-0.26,-0.63,1.03
6.683,-0.07,-0.33,-0.85,0.91
6.693,0.27,-0.19,-0.54,0.63
6.703,0.20,-0.04,0.01,0.20
6.714,0.06,-0.18,0.38,0.42
6.724,0.01,-0.45,0.57,0.73
6.733,0.19,-0.46,0.75,0.90
6.743,0.44,-0.47,0.66,0.92
6.753,0.56,-0.26,0.50,0.79
6.763,0.43,0.18,0.67,0.82
6.774,0.23,0.58,0.73,0.96
6.784,-0.01,0.93,0.71,1.17
6.793,-0.36,1.10,0.84,1.43
6.804,-0.67,1.01,1.13,1.66
6.814,-0.85,0.88,1.18,1.70
6.824,-1.01,0.68,1.20,1.71
6.834,-1.00,0.40,1.08,1.53
6.844,-0.77,0.12,0.70,1.04
6.854,-0.46,-0.35,0.53,0.78
6.864,-0.08,-0.75,0.28,0.81
6.874,0.37,-0.94,-0.07,1.01
6.884,0.90,-0.89,-0.33,1.31
6.895,1.33,-0.76,-0.40,1.58
6.904,1.52,-0.67,-0.21,1.68
6.914,1.50,-0.67,-0.06,1.65
6.924,1.23,-0.89,-0.00,1.52
6.934,0.87,-1.21,0.30,1.52
6.944,0.80,-1.29,0.76,1.70
6.954,0.82,-1.25,0.95,1.77
6.964,0.65,-1.35,1.04,1.82
6.974,0.21,-1.58,1.24,2.02
6.984,-0.31,-1.64,1.50,2.25
6.994,-0.25,-1.40,1.52,2.08
7.004,0.33,-1.20,1.22,1.74
7.014,0.48,-1.53,1.08,1.94
7.024,-0.72,-1.92,1.58,2.59
7.034,-0.90,-3.60,2.68,4.58
7.044,-1.06,-4.25,3.51,5.61
7.054,-0.46,-5.41,4.16,6.84
7.064,-0.74,-7.03,4.18,8.21
7.074,-1.00,-7.67,6.11,9.85
7.084,-0.29,-8.76,8.01,11.87
7.094,0.81,-9.54,8.96,13.11
7.104,0.98,-9.75,9.05,13.34
7.114,1.00,-10.34,9.79,14.27
7.124,1.03,-11.44,12.07,16.66
7.134,1.21,-11.21,13.70,17.75
7.144,-0.77,-9.34,15.79,18.36
7.154,-4.14,-5.07,9.53,11.56
7.164,-4.70,-4.37,5.06,8.17
7.174,-5.02,-4.95,5.73,9.08
7.184,-6.41,-4.82,9.42,12.37
7.194,-8.56,-6.84,15.66,19.11
7.204,-9.28,-8.95,17.57,21.79
7.214,-8.96,-8.56,12.92,17.91
7.224,-7.61,-4.29,13.50,16.08
7.234,-4.25,-0.03,15.30,15.88
7.245,-3.11,1.29,14.32,14.71
7.254,-2.17,1.72,12.70,13.00
7.265,-1.46,1.81,10.36,10.62
7.274,-1.73,1.92,8.38,8.77
7.285,-2.33,2.08,7.25,7.89
7.294,-2.33,1.76,7.57,8.11
7.305,-1.60,1.18,9.30,9.51
7.315,-0.71,0.56,9.83,9.87
7.325,-0.24,0.09,8.41,8.41
7.335,0.10,-0.23,6.25,6.26
7.345,0.73,-1.05,4.24,4.43
7.355,1.44,-2.59,3.17,4.34
7.365,2.09,-4.25,3.19,5.71
7.375,2.58,-5.28,3.31,6.74
7.385,2.04,-5.28,0.23,5.66
7.395,0.85,-5.57,-4.51,7.22
7.405,2.39,-7.84,-1.79,8.39
7.415,5.08,-9.63,2.82,11.25
7.425,2.32,-8.79,-3.10,9.61
7.435,0.62,-8.03,-5.51,9.76
7.445,1.94,-7.92,-6.18,10.23
7.455,1.11,-8.68,-6.34,10.80
7.465,-0.35,-9.84,-9.63,13.77
7.475,-1.40,-10.79,-11.87,16.10
7.485,-2.24,-14.88,-13.90,20.48
7.495,-2.23,-14.66,-16.36,22.08
7.505,-1.16,-13.72,-17.27,22.08
7.515,-1.90,-16.94,-26.37,31.40
7.525,-1.06,-12.53,-30.68,33.16
7.535,2.58,-4.99,-35.24,35.68
7.545,4.99,0.35,-40.99,41.30
7.555,7.79,3.87,-43.43,44.29
7.565,10.31,3.55,-39.05,40.54
7.575,7.63,0.58,-28.54,29.55
7.585,-2.24,-2.90,-6.31,7.30
7.595,-8.51,-20.55,72.75,76.08
7.605,-4.87,-12.62,5.19,14.49
7.615,-0.50,-0.49,-15.71,15.73
7.625,-0.27,-1.41,-12.70,12.78
7.635,-0.21,-1.41,-16.08,16.14
7.645,0.09,-0.20,-13.10,13.10
7.655,1.97,2.05,-5.65,6.33
7.665,5.62,0.99,1.91,6.02
7.675,7.40,-9.72,7.81,14.50
7.685,5.37,-20.80,4.25,21.90
7.695,2.00,-12.20,-7.91,14.68
7.705,-0.44,-3.21,-7.95,8.59
7.715,0.18,-1.97,-2.28,3.02
7.725,0.73,-0.93,2.22,2.51
7.735,-1.72,0.51,0.86,1.99
7.746,-1.92,0.95,-1.41,2.57
7.755,-2.10,0.54,-1.86,2.85
7.765,-1.96,-0.03,-1.52,2.48
7.775,-1.24,-0.14,-0.94,1.56
7.785,-0.51,-0.22,-0.46,0.72
7.795,0.16,-0.41,-0.30,0.53
7.806,0.50,-0.30,0.04,0.58
7.815,0.58,-0.10,0.46,0.75
7.826,0.60,-0.15,0.60,0.86
7.835,0.38,-0.13,0.35,0.53
7.846,0.24,-0.06,0.17,0.30
7.856,0.38,0.01,0.16,0.41
7.866,0.24,-0.06,0.28,0.37
7.876,0.03,-0.04,0.37,0.37
7.886,-0.14,0.11,0.36,0.40
7.896,-0.25,0.32,0.36,0.54
7.906,-0.32,0.49,0.54,0.79
7.916,-0.32,0.64,0.59,0.92
7.926,-0.34,0.58,0.57,0.88
7.936,-0.34,0.77,0.50,0.98
7.946,-0.61,0.47,0.38,0.86
7.956,-0.98,-0.02,0.20,1.00
7.966,-0.96,-0.03,0.16,0.97
7.976,-0.59,0.06,0.22,0.63
7.986,-0.02,-0.15,0.07,0.16
7.996,0.39,-0.30,0.29,0.57
8.006,0.85,-0.57,0.35,1.08
8.016,1.31,-0.62,-0.08,1.46
8.026,1.58,-0.72,-0.22,1.75
8.036,1.43,-0.56,-0.05,1.54
8.046,1.20,-0.52,0.15,1.32
8.056,0.60,-0.59,-0.01,0.84
8.066,0.19,-0.48,0.04,0.51
8.076,0.14,-0.40,0.42,0.60
8.086,0.33,-0.41,0.62,0.81
8.096,0.23,-0.53,0.81,1.00
8.106,-0.14,-0.66,1.17,1.35
8.116,-0.42,-0.72,1.51,1.73
8.126,-0.24,-0.64,1.59,1.73
8.136,0.28,-0.67,1.58,1.74
8.146,0.53,-0.80,1.72,1.97
8.156,0.13,-1.45,2.53,2.91
8.166,-0.43,-2.30,3.46,4.18
8.176,-0.23,-3.63,4.72,5.96
8.186,0.07,-4.11,4.97,6.45
8.196,-1.04,-4.57,4.94,6.81
8.206,-1.67,-5.32,7.71,9.52
8.216,-0.82,-5.27,8.61,10.13
8.226,0.70,-4.33,5.79,7.26
8.236,1.06,-4.16,5.03,6.62
8.247,0.65,-2.62,6.81,7.33
8.256,0.56,-0.43,10.82,10.84
8.266,-2.98,-1.97,13.31,13.79
8.276,-6.14,-6.33,14.33,16.83
8.287,-9.68,-13.75,15.30,22.73
8.296,-8.95,-8.86,13.96,18.80
8.307,-7.15,0.09,15.92,17.45
8.316,-7.91,2.55,17.50,19.37
8.327,-8.98,1.83,15.76,18.24
8.337,-8.99,0.22,12.66,15.53
8.347,-5.52,0.42,11.73,12.97
8.358,-4.12,0.82,11.06,11.83
8.367,-4.98,1.27,10.19,11.41
8.377,-4.90,1.85,9.20,10.59
8.387,-4.99,1.65,8.51,10.00
8.397,-5.15,1.06,7.77,9.38
8.407,-4.78,0.29,6.84,8.36
8.417,-4.43,-0.33,5.80,7.30
8.427,-4.13,-0.86,4.89,6.46
8.437,-3.91,-1.74,4.02,5.87
8.447,-3.62,-2.15,2.77,5.04
8.457,-3.29,-2.20,2.00,4.43
8.467,-2.66,-2.22,1.68,3.85
8.477,-2.23,-2.70,1.35,3.76
8.487,-1.80,-3.38,0.43,3.86
8.497,-1.39,-3.74,-0.54,4.03
8.507,-1.02,-4.05,-1.10,4.32
8.517,-0.40,-4.08,-1.36,4.32
8.527,-0.14,-4.46,-1.58,4.73
8.537,-0.18,-5.14,-2.20,5.59
8.547,-0.14,-5.32,-3.40,6.31
8.557,0.20,-5.17,-4.46,6.83
8.567,1.44,-5.13,-5.31,7.52
8.577,1.89,-5.16,-6.22,8.30
8.587,1.44,-5.43,-7.29,9.20
8.597,2.18,-5.40,-8.14,10.01
8.607,2.97,-4.82,-8.37,10.10
8.617,2.74,-5.54,-8.80,10.75
8.627,1.86,-5.79,-10.15,11.83
8.637,1.44,-5.55,-11.33,12.70
8.647,1.54,-5.38,-12.63,13.82
8.657,1.66,-5.69,-14.35,15.53
8.667,1.68,-6.55,-15.95,17.32
8.677,1.92,-6.96,-16.82,18.30
8.687,2.29,-6.39,-15.63,17.04
8.697,2.20,-5.08,-14.22,15.26
8.707,1.56,-3.95,-13.80,14.44
8.717,1.59,-3.87,-15.08,15.65
8.727,1.05,-2.02,-9.77,10.03
8.737,1.53,1.88,-8.21,8.56
8.748,1.50,3.50,-8.97,9.74
8.757,1.32,4.62,-9.11,10.30
8.767,1.11,5.70,-11.57,12.94
8.778,1.02,5.96,-7.70,9.79
8.787,1.05,6.51,-6.49,9.25
8.797,0.96,6.64,-6.85,9.59
8.808,0.89,6.91,-6.76,9.71
8.818,1.25,3.35,-0.47,3.61
8.828,5.15,-36.07,50.26,62.08
8.838,2.99,-22.51,11.19,25.32
8.848,2.31,1.60,-10.52,10.89
8.858,2.54,-0.27,-7.27,7.71
8.868,2.72,-0.31,-8.35,8.79
8.878,3.89,-4.43,-5.09,7.79
8.888,7.00,-29.03,8.03,30.92
8.898,-1.20,-26.10,14.30,29.78
8.908,-2.86,-1.81,5.50,6.46
8.918,-0.74,2.79,-12.30,12.64
8.928,-2.53,1.76,-6.65,7.33
8.938,-4.52,0.31,7.88,9.09
8.948,-5.20,-0.35,11.86,12.95
8.958,-4.35,0.87,-2.92,5.31
8.968,-4.08,1.62,-7.61,8.78
8.978,-3.96,1.65,-6.71,7.96
8.988,-2.19,1.43,-2.09,3.35
8.998,0.02,1.58,6.20,6.40
9.008,0.82,0.65,9.59,9.65
9.018,-1.90,-0.04,-3.66,4.13
9.028,-2.18,-1.20,-9.45,9.77
9.038,0.36,-4.11,11.46,12.18
9.048,-2.36,0.48,1.40,2.79
9.058,-4.27,2.07,-10.18,11.23
9.068,-4.41,1.45,-8.12,9.35
9.078,9.13,-1.45,12.17,15.29
9.088,10.14,-3.10,-1.75,10.74
9.098,4.80,-1.85,1.13,5.27
9.108,-7.69,-0.78,-9.62,12.34
9.118,-4.21,-6.10,-3.64,8.26
9.128,0.52,-0.39,-0.86,1.08
9.138,-1.15,0.64,-5.75,5.90
9.148,0.92,-0.50,-1.59,1.90
9.158,2.08,-1.08,6.99,7.38
9.168,-0.31,-0.35,-4.83,4.86
9.178,0.83,-0.58,-5.54,5.63
9.188,1.66,-1.11,-2.89,3.51
9.198,3.77,-7.17,9.54,12.51
9.208,0.48,-1.57,-3.74,4.09
9.218,1.86,0.20,2.15,2.85
9.228,0.75,-0.59,-4.25,4.35
9.238,1.85,-0.85,0.60,2.12
9.248,2.58,-3.54,5.37,6.93
9.258,1.41,-2.11,-1.52,2.96
9.268,-0.43,-0.67,-13.95,13.98
9.278,3.93,-2.44,14.07,14.81
9.289,0.44,-0.41,-6.27,6.30
9.298,3.47,-1.40,5.41,6.58
9.309,1.96,-0.88,-2.16,3.05
9.319,2.32,0.55,0.02,2.38
9.329,1.94,-0.29,0.53,2.03
9.339,-0.57,-0.09,0.41,0.71
9.349,0.76,0.19,0.09,0.79
9.359,-1.12,-0.32,0.29,1.20
9.369,0.79,0.24,-0.27,0.87
9.379,-0.91,-0.24,0.18,0.96
9.389,0.40,0.16,-0.25,0.50
9.399,-0.42,-0.10,0.02,0.43
9.409,-0.14,-0.04,0.02,0.15
9.419,0.12,0.05,-0.05,0.14
9.429,-0.59,-0.18,0.12,0.63
9.439,0.35,0.15,-0.15,0.40
9.449,-0.57,-0.16,0.09,0.60
9.459,0.17,0.08,-0.12,0.22
9.469,-0.32,-0.09,0.03,0.34
9.479,-0.05,0.01,-0.04,0.06
9.489,-0.15,-0.03,-0.01,0.16
9.499,-0.16,-0.03,-0.01,0.16
9.509,-0.09,-0.00,-0.05,0.10
9.519,-0.20,-0.04,0.00,0.21
9.529,-0.05,0.00,-0.02,0.06
9.539,-0.19,-0.04,0.03,0.19
9.549,-0.07,0.00,-0.03,0.07
9.559,-0.18,-0.04,0.01,0.18
9.569,-0.09,-0.00,-0.04,0.10
9.579,-0.18,-0.04,0.01,0.18
9.589,-0.10,-0.01,-0.03,0.11
9.599,-0.16,-0.03,-0.01,0.16
9.609,-0.11,-0.01,-0.03,0.12
9.619,-0.13,-0.02,0.00,0.13
9.629,-0.11,-0.01,-0.02,0.11
9.639,-0.13,-0.02,-0.01,0.13
9.649,-0.12,-0.03,-0.01,0.12
9.659,-0.12,-0.02,-0.01,0.12
9.669,-0.11,-0.02,-0.01,0.11
9.679,-0.10,-0.02,-0.02,0.10
9.689,-0.12,-0.02,-0.01,0.13
9.699,-0.11,-0.02,-0.01,0.12
9.709,-0.12,-0.02,0.01,0.12
9.719,-0.10,-0.02,-0.00,0.10
9.729,-0.13,-0.02,-0.00,0.13
9.739,-0.10,-0.02,-0.02,0.10
9.749,-0.11,-0.03,0.00,0.12
9.759,-0.09,-0.01,-0.01,0.09
9.769,-0.12,-0.01,0.00,0.12
9.779,-0.40,-0.11,0.23,0.47
9.789,-0.18,0.32,-0.35,0.50
9.799,0.01,-0.11,0.65,0.66
9.809,1.67,1.10,0.76,2.14
9.820,3.44,1.18,0.61,3.69
9.829,2.86,0.87,0.68,3.07
9.839,-1.37,-0.53,-1.06,1.81
9.850,-2.67,-0.39,-2.39,3.60
9.860,1.04,1.16,3.54,3.87
9.870,2.65,4.42,9.00,10.37
9.880,4.67,6.23,6.61,10.21
9.890,8.28,2.74,5.50,10.32
9.900,1.08,6.42,-1.68,6.72
9.910,-7.62,4.86,2.84,9.48
9.920,-2.53,-3.88,6.99,8.38
9.930,-0.67,1.32,11.10,11.19
9.940,1.97,3.26,18.46,18.85
9.950,5.28,3.03,23.65,24.42
9.960,7.39,4.29,25.06,26.48
9.970,5.40,4.02,24.68,25.58
9.980,3.00,2.40,21.92,22.26
9.990,0.72,2.58,17.90,18.10
10.000,-0.15,2.42,15.01,15.20
10.010,-0.24,1.79,12.65,12.77
10.020,-0.00,1.29,10.42,10.50
10.030,-0.43,0.81,9.02,9.07
10.040,-0.93,0.82,7.88,7.98
10.050,-1.46,0.60,6.57,6.76
10.060,-2.42,-1.27,6.12,6.70
10.070,-4.09,-4.76,6.88,9.31
10.080,-4.22,-6.27,7.07,10.35
10.090,-3.43,-6.41,6.61,9.82
10.100,-2.53,-6.63,6.38,9.54
10.110,-1.53,-6.34,5.26,8.38
10.120,-0.43,-5.04,3.20,5.99
10.130,0.08,-4.59,1.02,4.70
10.140,-0.61,-4.43,-0.93,4.57
10.150,-1.25,-4.62,-2.52,5.41
10.160,-1.70,-4.04,-3.40,5.55
10.170,-1.85,-2.96,-3.26,4.77
10.180,-2.09,-2.99,-2.10,4.21
10.190,-2.28,-3.29,-0.71,4.06
10.200,-2.01,-2.86,0.21,3.50
10.210,0.51,-4.69,1.33,4.90
10.220,6.64,0.90,1.20,6.81
10.231,17.59,0.58,-5.66,18.49
10.240,4.37,-4.17,0.13,6.04
10.250,11.21,-2.01,0.34,11.39
10.261,10.61,-0.27,-0.03,10.61
10.270,5.68,-1.09,-2.03,6.13
10.280,1.44,-1.92,-5.12,5.66
10.290,-2.55,-3.07,-7.56,8.55
10.300,-5.28,-2.90,-8.09,10.09
10.311,-7.15,-2.83,-8.81,11.70
10.320,-6.41,-3.59,-8.46,11.20
10.331,-5.35,-4.65,-7.75,10.50
10.340,-3.15,-4.78,-7.22,9.22
10.351,-0.35,-4.15,-5.97,7.28
10.361,1.94,-2.62,-2.52,4.12
10.371,1.80,-1.35,-4.29,4.84
10.381,1.71,-1.95,-4.67,5.34
10.391,3.10,-2.29,-4.57,5.98
10.401,8.57,-1.88,-4.58,9.90
10.411,6.37,-2.43,-5.40,8.70
10.421,-0.26,-3.68,-6.65,7.61
10.431,-1.32,-4.77,-6.77,8.39
10.441,-1.49,-5.07,-6.35,8.26
10.451,-0.90,-4.30,-6.07,7.49
10.461,0.62,-3.31,-5.94,6.82
10.471,1.69,-2.39,-5.58,6.31
10.481,1.61,-1.73,-5.08,5.61
10.491,0.71,-1.64,-5.36,5.65
10.501,-0.33,-2.07,-5.77,6.14
10.511,-1.25,-2.76,-5.49,6.27
10.521,-2.43,-3.04,-4.75,6.14
10.531,-3.12,-2.67,-3.57,5.44
10.541,-2.71,-1.87,-2.69,4.25
10.551,-1.47,-1.24,-2.30,3.00
10.561,-0.43,-0.89,-1.88,2.13
10.571,0.29,-0.83,-2.09,2.27
10.581,0.58,-1.31,-3.00,3.33
10.591,0.50,-1.93,-3.80,4.30
10.601,0.31,-2.20,-4.24,4.79
10.611,-0.06,-2.20,-4.54,5.04
10.621,-0.31,-1.84,-4.43,4.81
10.631,-0.27,-1.35,-4.00,4.23
10.641,-0.40,-1.43,-3.51,3.81
10.651,-0.56,-1.35,-3.24,3.55
10.661,-0.40,-0.95,-2.52,2.73
10.671,-0.20,-0.61,-1.79,1.90
10.681,-0.13,-0.47,-1.30,1.39
10.691,0.02,-0.34,-1.18,1.23
10.701,0.30,-0.20,-1.31,1.36
10.711,0.46,-0.37,-1.46,1.57
10.721,0.53,-0.82,-1.55,1.83
10.732,0.75,-1.03,-1.58,2.03
10.741,1.02,-1.03,-1.69,2.23
10.752,1.23,-0.73,-1.75,2.26
10.761,0.99,-0.34,-1.78,2.06
10.771,0.53,-0.27,-1.54,1.65
10.781,0.20,-0.27,-1.13,1.18
10.791,0.25,-0.21,-0.89,0.95
10.802,0.30,-0.37,-0.81,0.94
10.811,0.43,-0.54,-0.71,0.99
10.821,0.63,-0.68,-0.62,1.11
10.832,0.63,-0.75,-0.63,1.17
10.842,0.55,-0.67,-0.75,1.15
10.852,0.43,-0.56,-1.02,1.24
10.862,0.29,-0.59,-1.27,1.43
10.871,0.42,-0.50,-1.20,1.36
10.882,0.86,-0.13,-0.97,1.30
10.892,0.91,0.25,-0.99,1.37
10.902,1.22,0.52,-0.72,1.51
10.912,1.78,0.59,-0.24,1.89
10.922,2.06,0.47,0.29,2.13
10.932,2.03,0.24,0.60,2.14
10.942,2.28,0.11,0.82,2.43
10.952,2.43,0.05,0.70,2.53
10.962,2.34,0.03,0.32,2.36
10.972,2.01,0.05,0.06,2.01
10.982,1.65,-0.05,0.15,1.66
10.992,1.13,-0.19,0.30,1.18
11.002,0.43,-0.27,0.54,0.75
11.012,-0.17,-0.12,0.60,0.63
11.022,-0.47,0.22,0.60,0.79
11.032,-0.63,-0.14,0.76,1.00
11.042,-0.79,-0.77,1.17,1.60
11.052,-0.38,-0.64,1.33,1.53
11.062,0.05,-0.60,0.83,1.03
11.072,-0.04,-0.96,0.15,0.97
11.082,-0.05,-1.30,-0.34,1.34
11.092,0.04,-1.50,-0.69,1.65
11.102,-0.00,-1.71,-1.19,2.08
11.112,-0.15,-1.62,-1.76,2.40
11.122,-0.26,-1.24,-2.28,2.60
11.132,-0.05,-0.88,-2.33,2.49
11.142,0.28,-0.56,-2.12,2.21
11.152,0.38,-0.43,-1.73,1.83
11.162,0.53,-0.24,-1.27,1.40
11.172,0.71,-0.04,-1.00,1.22
11.182,0.89,-0.04,-0.77,1.18
11.192,1.02,-0.04,-0.58,1.17
11.202,1.22,0.08,-0.51,1.32
11.212,1.64,0.34,-0.39,1.72
11.222,1.82,0.48,-0.12,1.89
11.232,1.65,0.15,-0.01,1.65
11.242,1.35,-0.52,-0.16,1.45
11.252,1.23,-0.71,-0.42,1.47
11.262,1.49,-0.10,-0.26,1.52
11.272,1.53,0.21,0.13,1.55
11.282,1.40,0.19,0.32,1.45
11.293,1.26,-0.12,0.41,1.33
11.302,1.25,-0.50,0.45,1.42
11.312,1.15,-0.74,0.53,1.46
11.323,0.90,-0.87,0.89,1.53
11.332,0.61,-0.87,1.39,1.75
11.343,0.27,-0.73,1.54,1.73
11.353,0.10,-0.45,1.38,1.45
11.362,-0.11,-0.27,0.93,0.98
11.373,-0.35,-0.28,0.39,0.60
11.383,-0.49,-0.42,-0.06,0.65
11.393,-0.44,-0.37,-0.43,0.72
11.403,-0.19,-0.29,-0.35,0.49
11.413,-0.25,-0.41,-0.17,0.51
11.423,-0.03,-0.74,0.39,0.84
11.433,0.23,-0.30,-0.14,0.40
11.443,-0.47,0.09,-0.28,0.55
11.453,-0.52,-0.31,0.49,0.78
11.463,-0.02,-0.91,1.46,1.72
11.473,0.71,-1.03,1.68,2.09
